credit_score,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
564,Female,53,2,45472.28,1,yes,yes,41055.71,yes
711,Male,33,1,0,1,no,no,41590.4,no
791,Female,33,10,130229.71,2,no,no,54019.93,yes
629,Female,38,9,123948.85,1,yes,no,76053.07,no
729,Male,39,6,127415.85,1,yes,yes,184977.2,yes
651,Male,35,8,110067.71,1,yes,no,127678.95,yes
695,Male,39,4,65521.2,1,yes,yes,1243.97,no
847,Male,31,5,0,2,yes,yes,76326.67,no
704,Male,47,5,0,2,yes,yes,145338.61,no
613,Male,33,3,155736.42,2,yes,yes,57751.21,no
692,Female,29,4,0,2,no,no,138880.24,no
720,Female,34,3,118307.57,2,yes,yes,136120.29,no
577,Male,41,6,0,1,yes,yes,167621.18,no
710,Female,24,7,103099.17,2,yes,no,173276.62,no
716,Female,38,1,0,2,yes,yes,99661.46,no
410,Male,33,6,125789.69,1,no,no,66333.56,yes
584,Female,36,4,109646.83,1,yes,yes,70240.79,no
792,Male,30,1,127187.86,1,yes,yes,113553.42,no
605,Female,36,6,0,1,no,yes,690.84,no
486,Male,24,1,0,1,yes,no,98802.76,no
615,Male,41,4,130385.82,1,no,yes,130661.95,no
676,Male,23,1,107787.47,1,no,yes,116378.82,no
571,Male,34,1,99325.04,2,no,yes,186052.15,no
850,Female,37,9,0,1,no,no,100101.06,no
717,Male,48,7,123764.95,1,yes,yes,169952.82,no
642,Female,39,8,128264.03,1,yes,no,61792.76,yes
780,Male,47,7,86006.21,1,yes,yes,37973.13,no
492,Female,38,8,57068.43,2,yes,no,188974.81,no
760,Male,29,5,103607.24,2,no,yes,86334.64,no
500,Male,40,1,99004.24,1,yes,yes,152845.99,no
654,Female,36,2,0,2,yes,yes,146652.11,no
606,Female,25,3,147386.72,3,yes,no,45482.04,yes
367,Male,42,6,93608.28,1,yes,no,168816.73,yes
799,Male,38,2,0,2,yes,yes,59297.34,no
434,Male,71,9,119496.87,1,yes,no,125848.88,no
719,Female,32,7,0,1,no,no,76264.27,no
641,Female,37,2,0,2,yes,no,3939.87,no
461,Female,25,6,0,2,yes,yes,15306.29,no
790,Female,25,5,152885.77,1,yes,no,58214.79,no
588,Male,31,4,99607.37,2,no,yes,35877.03,no
621,Male,27,4,137003.68,1,yes,no,21254.06,no
768,Male,48,3,122831.58,1,yes,yes,24533.89,yes
681,Male,38,2,99811.44,2,yes,no,23531.5,no
606,Male,37,8,154712.58,2,yes,no,89099.18,no
542,Male,37,8,0,1,yes,yes,807.06,no
713,Female,24,7,147687.24,1,yes,yes,121592.5,no
597,Female,33,2,0,2,yes,yes,4700.66,no
635,Male,27,3,127009.83,1,yes,no,161909.95,no
599,Male,61,1,124737.96,1,no,yes,90389.61,yes
496,Female,44,0,179356.28,2,yes,no,2919.21,yes
759,Male,31,8,0,2,yes,yes,99086.74,no
757,Male,31,1,127320.36,3,yes,no,163170.32,no
564,Male,31,0,125175.58,1,yes,yes,72757.33,no
561,Female,22,6,186788.96,2,yes,no,73286.8,no
702,Male,40,3,148556.74,1,no,yes,146056.29,no
678,Female,40,8,128644.46,1,no,no,167673.37,no
707,Female,46,7,127476.73,2,yes,yes,146011.55,no
610,Female,27,9,159561.93,1,no,yes,103381.47,no
744,Male,42,1,112419.92,1,yes,yes,83022.92,no
598,Male,28,8,129991.76,2,no,yes,46041.08,no
562,Male,36,5,0,1,no,yes,182843.24,no
621,Female,59,2,0,2,yes,yes,171364.18,no
659,Female,50,3,0,1,yes,no,183399.12,yes
722,Female,40,6,89175.06,2,no,yes,152883.95,no
606,Female,39,3,0,2,yes,no,50560.45,yes
603,Female,39,5,162390.52,2,yes,no,54702.66,no
506,Female,59,3,190353.08,1,yes,no,78365.75,no
715,Male,21,8,0,2,yes,no,68666.63,no
690,Male,47,2,0,2,yes,no,151375.73,no
644,Female,40,10,139180.97,1,yes,yes,19959.67,no
589,Male,36,8,114435.47,1,yes,no,26955.72,no
592,Female,66,5,149950.19,1,yes,yes,76267.59,no
632,Male,42,4,126115.6,1,yes,no,100998.5,no
577,Female,59,7,111396.97,1,no,yes,191070.01,no
588,Male,30,3,115007.08,1,no,no,176858.5,no
617,Male,54,6,102141.9,1,yes,yes,45325.26,no
668,Female,36,3,133686.52,1,yes,no,190958.48,yes
810,Male,32,9,120879.73,2,no,yes,78896.59,no
767,Male,47,5,0,1,yes,no,121964.46,yes
718,Female,49,10,82321.88,1,no,yes,11144.4,no
589,Female,27,4,0,2,yes,no,144181.48,no
778,Male,33,5,116474.28,2,yes,yes,32757.55,no
724,Female,34,3,132352.69,1,yes,no,80320.3,no
477,Female,39,4,182491.57,1,yes,no,185830.72,no
580,Male,34,6,0,2,yes,yes,160095.31,no
566,Male,63,2,120787.18,2,yes,yes,52198.84,no
711,Female,29,3,130181.47,2,yes,no,31811.44,no
706,Male,32,5,88348.43,2,yes,yes,104181.78,no
703,Male,31,6,0,2,yes,yes,67667.19,no
679,Male,39,2,146186.28,2,yes,yes,193974.47,no
603,Male,32,7,0,1,yes,no,198055.94,yes
598,Male,34,0,104488.17,1,no,yes,43249.67,no
836,Female,32,4,109196.67,2,yes,no,55218.02,no
687,Female,61,7,80538.56,1,yes,no,131305.37,yes
704,Male,41,4,109026.8,2,yes,yes,43117.1,no
605,Male,75,2,61319.63,1,no,yes,186655.11,no
516,Female,40,9,0,2,no,yes,33266.29,no
572,Female,39,2,0,2,yes,yes,555.28,no
557,Male,42,6,177822.03,1,yes,no,150944.31,yes
443,Male,59,4,110939.3,1,yes,no,72846.58,yes
604,Male,25,7,165413.43,1,yes,yes,35279.74,no
483,Male,27,1,77805.66,1,yes,yes,2101.89,no
702,Male,50,3,0,2,no,no,94949.84,no
670,Female,57,3,175575.95,2,yes,no,99061.75,yes
804,Female,38,3,124197.22,1,yes,no,74692.06,no
850,Female,30,3,0,2,yes,no,116692.8,no
554,Female,39,10,160132.75,1,yes,no,32824.15,no
588,Female,37,7,70258.88,2,yes,no,139607.61,no
758,Male,32,4,162657.64,2,yes,yes,115525.13,no
787,Male,43,0,132217.45,1,yes,no,20955.03,yes
582,Male,25,9,148042.97,2,yes,no,52341.15,no
633,Female,33,4,92855.02,1,yes,yes,159813.18,no
766,Male,47,9,129289.98,1,yes,no,169935.46,yes
564,Male,37,9,100252.18,1,yes,yes,146033.52,no
602,Male,37,3,107592.89,2,no,yes,153122.73,no
649,Male,39,3,113096.41,1,yes,yes,60335.24,no
679,Female,40,7,0,2,yes,yes,163757.29,no
639,Male,34,7,149940.04,2,no,no,156648.81,no
790,Male,50,8,121438.58,1,yes,yes,176471.78,yes
565,Male,32,9,0,2,yes,no,5388.3,no
478,Female,50,2,0,1,no,yes,93332.64,yes
825,Male,29,3,148874.01,2,no,yes,71192.82,no
528,Female,32,0,68138.37,1,yes,yes,170309.19,no
577,Male,35,5,110080.3,1,yes,yes,109794.31,no
663,Male,24,7,0,2,yes,yes,166310.82,no
505,Female,25,5,114268.85,2,yes,yes,126728.27,no
633,Male,29,6,117412.35,1,no,no,30338.94,no
586,Female,38,6,0,2,yes,yes,37935.83,no
850,Female,35,9,0,2,no,no,25329.48,no
629,Female,37,1,35549.81,2,no,no,49676.33,no
744,Male,56,9,0,2,yes,yes,169498.61,no
750,Male,36,7,136492.92,3,yes,yes,26500.29,yes
637,Male,28,3,123675.69,1,yes,yes,166458.41,no
575,Female,40,1,139532.34,1,yes,no,181294.39,no
671,Male,58,1,178713.98,1,yes,yes,21768.21,no
571,Male,40,5,0,2,no,no,72849.29,no
590,Male,41,1,89086.31,1,yes,no,24499.97,no
619,Male,38,3,96143.47,1,no,no,98994.92,no
640,Female,30,5,32197.64,1,no,yes,141446.01,no
670,Male,38,7,0,2,yes,yes,77864.41,no
737,Female,33,4,0,2,yes,no,115115.32,no
555,Male,32,10,0,2,no,yes,168605.96,no
742,Male,33,6,0,2,no,no,38550.4,no
618,Female,40,0,140306.38,1,yes,no,160618.61,yes
560,Female,35,1,0,2,yes,no,3701.63,no
654,Male,38,8,0,2,yes,no,88659.44,no
787,Female,42,2,74483.97,2,no,yes,44273.91,no
611,Female,53,7,0,2,no,yes,156495.39,yes
559,Male,34,0,0,1,yes,no,182988.94,no
481,Male,37,8,152303.66,2,yes,yes,175082.2,no
753,Male,32,5,159904.79,1,yes,no,148811.14,no
675,Male,32,1,0,3,yes,no,85901.09,no
748,Female,31,1,99557.94,1,yes,no,199255.32,no
610,Female,46,5,116886.59,1,no,no,107973.44,no
580,Male,32,9,142188.2,2,no,yes,128028.6,no
624,Female,40,3,149961.99,2,yes,no,104610.86,no
709,Female,36,8,0,2,yes,yes,69676.55,no
605,Female,34,2,0,1,no,no,35982.42,no
706,Male,53,7,0,2,no,yes,117939.17,no
567,Male,40,8,28649.64,1,yes,yes,95140.62,no
747,Female,21,4,81025.6,2,yes,no,167682.57,no
664,Male,57,1,0,2,yes,yes,56562.57,no
711,Female,39,3,152462.79,1,yes,no,90305.97,no
609,Male,25,10,0,1,no,yes,109895.16,no
632,Male,28,7,155519.59,1,yes,no,1843.24,no
725,Female,36,1,118851.05,1,yes,yes,102747.02,no
850,Female,34,9,92899.27,2,yes,no,97465.89,no
682,Male,40,4,0,1,no,yes,105352.55,no
797,Male,37,4,75263.7,1,yes,no,85801.77,no
668,Male,38,1,147904.31,1,yes,yes,69370.05,no
783,Female,41,5,106640.5,1,yes,no,176945.96,no
766,Female,28,4,90696.78,1,no,yes,21597.2,no
704,Female,36,2,175509.8,2,yes,no,152039.67,no
722,Male,40,6,0,2,yes,yes,111893.09,no
692,Female,34,7,0,2,yes,no,195074.62,no
584,Female,35,2,114321.28,2,no,no,15959.01,no
644,Female,51,4,95560.04,1,no,no,72628.84,yes
598,Female,50,5,88379.81,3,no,yes,64157.24,yes
733,Male,48,7,85915.52,1,yes,yes,23860.5,no
615,Male,58,3,72309.3,1,yes,yes,85687.09,yes
850,Female,39,2,0,2,yes,no,179451.42,no
521,Male,43,8,0,1,yes,yes,93180.09,no
675,Male,69,1,0,2,yes,no,157097.09,no
746,Male,58,3,0,3,yes,yes,80344.96,yes
770,Female,33,4,0,1,yes,no,26080.54,yes
618,Male,30,3,133844.22,1,yes,yes,31406.93,no
556,Male,36,7,154872.08,2,yes,yes,32044.64,no
749,Female,27,9,0,2,yes,no,132734.87,no
702,Male,43,6,116121.67,1,yes,no,61602.42,no
555,Male,42,6,107104.5,1,yes,yes,41304.44,yes
587,Male,47,6,71026.77,1,yes,no,57962.41,no
639,Male,38,3,0,1,yes,no,42862.82,no
643,Male,33,4,0,2,yes,yes,152992.04,no
600,Female,41,1,0,2,yes,yes,91193.65,no
651,Male,53,7,0,2,yes,yes,130132.41,no
666,Female,27,4,0,2,no,no,88751.45,no
520,Female,39,6,145644.05,1,no,no,104118.93,no
650,Female,50,7,129667.77,1,no,no,42028.16,no
564,Male,33,3,109341.87,1,yes,no,75632.78,no
586,Male,64,1,0,2,yes,yes,53710.23,no
617,Female,35,5,0,2,no,yes,13066.3,no
712,Female,30,6,0,2,yes,no,152417.97,no
654,Male,55,3,87485.67,1,yes,yes,3299.01,no
605,Male,27,9,0,2,yes,no,198091.81,no
491,Female,36,0,53369.13,1,yes,yes,103934.12,no
707,Female,35,9,0,2,yes,yes,70403.65,no
638,Male,34,5,146679.77,1,yes,no,102179.86,no
683,Male,43,2,112499.42,2,yes,no,30375.18,no
815,Female,38,2,48387,1,yes,no,184796.84,no
645,Male,38,1,68079.8,1,no,yes,166264.89,no
645,Male,49,4,160133.88,1,no,yes,88391.97,no
683,Male,30,4,66190.33,1,yes,yes,115186.97,no
705,Female,37,10,0,2,yes,yes,13935.53,yes
647,Male,35,4,123761.68,1,yes,no,83910.4,no
786,Female,33,0,122325.58,1,no,no,34712.34,yes
534,Male,41,9,0,2,yes,no,13871.34,no
602,Female,42,1,138912.17,1,yes,yes,139494.75,no
695,Female,42,0,0,2,no,yes,140724.64,no
553,Female,25,7,128524.19,2,yes,no,20682.46,no
516,Female,31,3,0,2,yes,no,124202.26,no
655,Female,34,3,0,2,yes,no,159638.77,no
849,Female,49,9,132934.89,1,yes,no,171056.65,yes
520,Male,43,3,150805.17,3,no,yes,25333.03,yes
568,Female,46,3,0,2,yes,yes,29372.62,no
695,Male,32,9,0,3,no,yes,38533.79,no
807,Female,28,7,165969.26,3,yes,no,156122.13,yes
642,Female,36,2,124495.98,3,yes,yes,57904.22,yes
703,Male,39,1,141559.5,1,yes,yes,31257.1,yes
556,Male,38,2,114756.14,1,yes,no,193214.05,no
585,Female,30,6,0,2,yes,yes,137757.69,no
587,Female,49,7,155393.98,2,yes,no,13308.2,yes
524,Female,32,6,0,1,yes,yes,132861.9,yes
556,Female,31,1,128663.81,2,yes,no,125083.29,no
504,Male,44,4,113522.64,1,yes,yes,12405.2,no
731,Female,26,3,0,2,yes,no,37697.29,no
651,Male,34,3,0,2,yes,yes,105599.65,no
675,Female,40,8,79035.95,1,yes,no,142783.98,yes
657,Female,22,6,0,3,no,yes,168412.07,yes
686,Male,33,9,141918.09,2,no,yes,184036.47,no
690,Female,35,9,107944.33,2,no,no,48478.47,no
567,Male,36,7,0,2,no,yes,3896.08,no
557,Male,57,1,120043.13,1,yes,no,132370.75,yes
446,Female,45,10,125191.69,1,yes,yes,128260.86,yes
850,Male,31,1,96399.31,2,yes,no,106534.15,no
637,Male,41,2,0,2,no,yes,102515.42,no
499,Male,60,7,76961.6,2,yes,yes,83643.87,no
622,Female,34,7,98675.74,1,yes,no,138906.85,yes
684,Male,37,1,126817.13,2,yes,yes,29995.83,yes
612,Male,32,3,121394.42,1,yes,no,164081.42,no
813,Female,29,5,106059.4,1,no,no,187976.88,yes
850,Male,44,2,112755.34,2,no,no,158171.36,no
795,Male,29,4,0,2,no,no,155711.64,no
628,Female,55,7,0,3,yes,no,85890.75,yes
565,Female,38,7,145400.69,2,yes,yes,83844.79,no
601,Male,39,3,72647.64,1,yes,no,41777.9,yes
802,Male,40,4,0,2,yes,yes,81908.09,no
614,Female,37,6,96340.81,2,yes,yes,139377.24,yes
434,Male,55,6,0,1,no,yes,73562.05,yes
522,Male,32,8,124450.36,2,yes,yes,165786.1,no
550,Male,36,2,113877.23,2,yes,no,174921.91,no
599,Male,25,3,0,2,yes,yes,120790.02,no
493,Female,36,5,148667.81,2,yes,no,56092.51,no
755,Male,34,3,0,2,yes,yes,158816.03,no
605,Female,62,4,111065.93,2,no,yes,125660.99,no
708,Male,41,0,0,1,yes,no,128400.62,no
699,Male,44,8,158697.61,1,yes,no,107181.22,no
763,Female,53,4,0,1,yes,no,77203.72,yes
743,Male,25,6,0,2,yes,no,129740.11,no
660,Female,48,0,90044.32,2,no,yes,187604.97,yes
619,Male,38,10,84651.79,1,yes,yes,184754.26,no
739,Male,32,3,102128.27,1,yes,no,63981.37,yes
769,Male,60,9,148846.39,1,yes,no,192831.67,yes
692,Male,69,10,154953.94,1,yes,yes,70849.47,no
560,Female,30,0,108883.29,1,yes,no,27914.95,no
607,Female,48,4,112070.86,3,yes,no,173568.3,yes
630,Male,29,6,131354.39,1,no,yes,9324.31,yes
767,Female,45,7,132746.2,2,yes,no,26628.88,yes
543,Female,34,8,0,2,no,yes,145601.8,no
776,Male,39,8,125211.55,2,yes,no,144496.07,no
535,Male,58,1,0,2,yes,yes,11779.98,yes
549,Male,36,6,139422.37,1,no,no,83983.39,yes
844,Female,28,4,0,2,no,yes,123318.37,no
586,Female,47,5,157099.47,2,yes,yes,65481.86,no
583,Male,40,3,0,2,yes,no,47728,no
701,Male,26,5,83600.24,1,no,yes,59195.05,no
726,Male,28,2,0,1,no,no,98060.51,no
829,Male,36,4,81795.74,2,yes,no,90106.94,no
749,Male,38,9,129378.32,1,yes,yes,13549.34,no
743,Female,46,9,0,1,yes,no,113436.08,no
619,Female,56,7,0,2,yes,yes,42442.21,no
699,Male,22,9,99339,1,yes,no,68297.61,yes
749,Male,36,7,0,2,no,no,80134.65,no
600,Female,29,6,74430.1,2,yes,yes,96051.1,no
760,Male,38,3,91241.85,1,no,yes,80682.35,no
528,Male,32,2,99092.45,1,no,yes,111149.98,no
630,Female,26,5,0,2,yes,no,182612.38,no
683,Female,39,2,100062.16,2,yes,no,109201.43,no
677,Female,26,6,98723.67,1,no,yes,151146.67,no
669,Male,29,9,0,1,yes,yes,93901.61,no
693,Male,43,6,128760.32,1,yes,no,36342.79,no
612,Female,52,5,144772.69,1,no,no,98302.57,yes
719,Male,44,4,0,1,no,no,84972.9,yes
702,Male,26,2,71281.29,1,yes,yes,108747.12,yes
755,Male,29,9,117035.89,1,yes,yes,21862.19,no
514,Male,26,1,0,2,no,no,121551.93,no
753,Female,40,0,3768.69,2,yes,no,177065.24,yes
548,Female,36,2,108913.84,2,yes,yes,140460.01,no
850,Male,28,2,101100.22,2,yes,yes,35337.31,no
612,Female,38,7,110615.47,1,yes,yes,193502.93,no
628,Male,33,8,152143.89,1,yes,yes,32174.03,no
479,Male,47,6,121797.09,1,no,yes,5811.9,yes
724,Female,41,5,109798.25,1,no,yes,149593.61,no
512,Male,41,7,122403.24,1,no,yes,37439.9,yes
638,Female,43,3,145860.98,1,yes,yes,142763.51,yes
834,Male,40,7,0,2,no,no,45038.74,no
781,Male,29,9,0,2,no,no,172097.4,no
707,Female,48,7,105086.74,1,yes,yes,180344.69,yes
670,Male,22,2,114991.45,1,yes,yes,37392.56,no
663,Female,33,8,96769.04,1,yes,yes,36864.05,no
624,Female,23,5,0,2,no,no,132418.59,no
598,Female,34,4,0,2,no,no,60894.26,no
619,Male,23,5,132725.1,1,yes,yes,143913.33,no
792,Female,70,3,0,2,yes,yes,172240.27,no
683,Female,26,7,0,2,yes,no,86619.77,no
691,Female,33,6,0,2,yes,no,164074.89,no
765,Female,33,5,84557.82,1,yes,yes,69039.43,no
508,Male,49,1,93817.41,2,yes,yes,132468.76,yes
637,Female,33,9,113913.53,1,no,yes,65316.5,no
667,Female,44,5,140406.68,2,no,yes,57164.19,no
575,Female,22,8,105229.34,1,yes,yes,34397.08,no
744,Female,46,1,0,3,yes,yes,177431.59,yes
567,Female,41,9,137891.35,1,yes,no,142009.46,yes
502,Female,35,6,0,2,yes,yes,80618.47,no
609,Female,53,6,0,2,yes,yes,124218.27,no
715,Male,37,9,165252.52,1,yes,no,85286.3,no
541,Male,32,8,0,2,no,no,40889.14,no
850,Female,71,4,0,2,yes,yes,107236.87,no
595,Male,23,7,0,2,yes,yes,168085.97,no
650,Female,28,5,122034.4,3,no,yes,146663.43,yes
625,Female,44,7,0,1,yes,no,4791.8,no
817,Male,59,1,118962.58,1,yes,yes,120819.58,no
526,Male,49,2,0,1,yes,no,114539.67,yes
850,Female,34,4,71379.53,2,yes,yes,154000.99,no
598,Female,40,2,171178.25,1,yes,no,137980.58,yes
613,Male,36,9,131307.11,1,no,no,83343.73,no
709,Male,62,3,0,2,yes,yes,82195.15,no
678,Female,27,5,87099.85,2,yes,no,149550.95,no
720,Male,71,5,183135.39,2,yes,yes,197688.5,no
662,Male,26,0,0,2,no,yes,72929.96,no
525,Male,51,10,0,3,yes,no,171045.35,yes
662,Male,31,3,0,2,no,yes,27731.05,no
770,Female,33,6,0,2,yes,yes,126131.9,no
721,Female,33,4,72535.45,1,yes,yes,103931.49,no
633,Male,58,2,128137.42,2,yes,no,147635.33,yes
701,Male,51,9,0,2,no,no,61961.57,no
556,Male,42,0,115915.53,2,no,yes,125435.47,yes
639,Male,66,0,0,2,no,yes,42240.54,no
632,Male,50,2,0,2,no,no,57942.88,no
456,Male,29,5,107000.49,1,yes,yes,153419.62,no
729,Female,38,10,0,2,yes,no,189727.12,no
632,Female,34,2,0,2,no,no,165385.55,no
433,Male,34,9,152806.74,1,yes,no,19687.99,no
802,Female,60,3,92887.06,1,yes,no,39473.63,yes
670,Male,25,7,0,2,yes,yes,144723.38,no
738,Female,40,6,114940.67,2,yes,yes,194895.57,yes
706,Male,34,0,140641.26,2,yes,yes,77271.91,no
592,Female,70,5,71816.74,2,yes,no,105096.82,yes
522,Female,41,7,0,2,no,yes,176780.39,no
746,Male,48,5,165282.42,1,yes,no,153786.46,yes
651,Male,42,2,143145.87,2,yes,no,43612.06,no
494,Male,28,9,114731.76,2,no,yes,79479.74,no
753,Female,46,9,113909.69,3,yes,no,92320.37,yes
671,Male,36,2,116695.27,1,no,no,193201.86,no
696,Male,42,4,0,1,no,no,126353.13,yes
577,Male,43,3,0,2,yes,yes,135008.92,no
587,Male,36,1,0,2,no,yes,17135.6,no
712,Male,37,7,93978.96,2,yes,no,60651.77,no
498,Male,35,2,121968.11,2,no,yes,188343.05,no
660,Male,37,2,97324.91,1,yes,no,23291.83,no
678,Male,29,6,0,2,yes,no,64443.75,no
530,Male,37,8,0,2,yes,yes,287.99,no
559,Female,48,2,0,2,no,yes,137961.41,no
624,Male,42,3,145155.37,1,yes,no,72169.95,yes
592,Male,28,5,137222.77,1,no,no,39608.58,no
767,Male,48,9,0,2,no,yes,175458.21,no
653,Female,38,5,114268.22,2,yes,yes,89524.83,no
678,Male,27,2,0,2,yes,yes,13221.25,no
586,Female,42,2,0,1,yes,no,102889.34,no
550,Female,40,8,150490.32,1,no,no,166468.21,yes
643,Male,28,9,160858.13,2,yes,no,27149.27,no
612,Male,39,5,170288.38,1,yes,yes,59601.15,no
674,Female,27,4,111568.01,1,no,yes,22026.18,no
657,Male,29,7,83889.03,1,yes,no,153059.62,no
724,Female,35,0,171982.95,2,no,yes,167313.07,no
500,Female,34,4,0,2,yes,no,12833.96,no
688,Male,20,8,137624.4,2,yes,yes,197582.79,no
599,Male,50,3,121159.65,1,no,no,4033.39,yes
631,Male,29,7,0,2,no,yes,125877.22,no
634,Male,52,1,0,2,yes,yes,176913.42,no
545,Male,37,3,91184.01,1,yes,no,105476.65,no
644,Male,18,8,0,2,yes,no,59172.42,no
690,Female,54,1,144027.8,1,yes,yes,108731.02,yes
711,Female,34,6,0,2,yes,yes,175310.38,no
712,Female,29,8,140170.61,1,yes,yes,38170.04,no
627,Male,27,1,62092.9,1,yes,yes,105887.04,no
694,Male,39,3,0,1,yes,yes,95625.03,no
534,Male,35,4,0,2,no,no,9541.15,no
603,Male,45,9,0,1,no,no,148516.79,no
808,Female,33,2,103516.87,1,yes,no,113907.8,no
723,Male,30,1,0,3,yes,no,164647.72,yes
585,Female,35,2,0,2,yes,no,98621.04,yes
706,Male,34,8,0,2,yes,yes,37479.97,no
671,Female,31,6,0,2,yes,yes,15846.42,no
597,Male,43,2,85162.26,1,no,yes,5104.08,yes
646,Female,43,8,143061.88,1,yes,no,61937.6,no
801,Female,46,6,0,2,yes,yes,170008.74,no
731,Female,33,5,137388.01,2,yes,no,165000.68,no
620,Female,25,1,137712.01,1,yes,yes,76197.05,no
484,Male,40,7,106901.42,2,no,no,118045.98,no
647,Male,47,5,105603.21,2,yes,yes,157360.9,no
688,Female,40,8,150679.71,2,no,yes,196226.38,no
680,Male,30,4,108300.27,2,no,yes,44384.57,yes
689,Female,46,7,52016.08,2,yes,yes,72993.65,no
513,Male,34,7,60515.13,1,no,no,124571.09,no
553,Male,35,2,158584.28,2,yes,no,43640.16,no
689,Male,47,2,118812.5,2,no,no,31121.42,no
517,Male,46,4,0,1,yes,no,22372.78,no
731,Male,37,8,0,2,yes,yes,170338.35,no
687,Female,47,1,91219.29,1,no,no,158845.49,yes
507,Male,32,7,0,2,yes,no,67926.18,no
468,Female,22,1,76318.64,1,yes,yes,194783.12,no
682,Female,58,4,0,1,yes,no,176036.01,no
603,Female,24,3,0,1,yes,yes,198826.03,yes
522,Male,25,1,111432.13,1,yes,yes,168683.57,no
629,Male,41,10,150148.51,1,no,no,6936.27,no
729,Female,32,7,38550.06,1,no,yes,179230.23,no
574,Female,39,5,119013.86,1,yes,no,103421.91,no
677,Female,39,0,111213.64,2,yes,yes,147578.26,no
627,Male,28,5,71097.23,1,yes,yes,130504.49,no
788,Male,36,10,109632.85,1,yes,yes,16149.13,no
697,Male,63,7,148368.02,1,no,no,118862.08,yes
578,Male,45,1,148600.91,1,yes,no,143397.14,yes
519,Male,48,10,71083.98,1,yes,no,137959,no
632,Female,40,9,139625.34,1,yes,no,93702.96,yes
679,Female,39,4,0,1,no,no,172939.3,yes
699,Male,30,9,0,1,yes,yes,108162.13,no
615,Male,64,0,81564.1,2,no,yes,35896.09,no
622,Male,36,9,0,2,yes,yes,104852.6,no
755,Female,28,7,124540.28,1,no,yes,188850.89,no
767,Female,42,2,133616.39,1,yes,no,28615.8,no
752,Female,38,10,101648.5,2,yes,no,172001.44,no
633,Female,26,8,124281.84,1,yes,yes,60116.57,no
717,Female,59,4,0,2,yes,yes,170528.63,no
585,Male,45,0,0,2,no,no,189683.7,no
751,Female,37,9,183613.66,2,no,no,49734.94,no
754,Male,65,1,136186.44,1,yes,yes,121529.59,yes
495,Male,47,10,137682.68,1,yes,no,71071.47,no
650,Male,34,4,106005.54,1,no,yes,142995.32,no
529,Female,31,6,152310.55,1,yes,no,13054.25,no
585,Female,43,2,0,2,yes,no,89402.54,no
668,Male,32,1,134446.04,1,no,yes,111241.37,no
591,Female,38,2,142289.28,1,no,yes,119638.85,no
731,Male,19,6,0,2,yes,yes,151581.79,no
754,Female,45,6,0,1,yes,no,73881.68,yes
650,Female,46,9,149003.76,2,yes,no,176902.83,no
588,Male,41,2,131341.46,2,no,yes,7034.94,no
712,Female,29,7,77919.78,1,yes,no,122547.58,no
691,Female,34,7,0,2,no,yes,161559.12,no
771,Female,41,10,108309,4,yes,yes,137510.41,yes
678,Female,39,6,0,1,no,yes,185366.56,no
719,Female,40,9,0,2,yes,no,182224.14,no
610,Male,36,7,115462.02,1,no,yes,42581.04,no
722,Male,37,9,0,2,yes,no,31921.95,no
758,Female,23,5,122739.1,1,yes,no,102460.84,yes
709,Female,32,2,0,2,no,no,109681.29,no
634,Female,53,3,113781.5,2,yes,yes,106345.05,yes
678,Female,49,1,0,2,yes,yes,102472.9,no
633,Male,35,3,0,2,yes,yes,36249.76,no
710,Male,43,9,128284.45,1,yes,no,32996.89,yes
640,Male,45,8,120591.19,1,no,no,195123.94,no
656,Male,63,8,0,2,no,yes,57014.43,no
551,Female,59,2,166968.28,1,yes,no,159483.76,yes
786,Female,39,7,0,2,no,no,100929.59,no
561,Female,49,8,0,2,yes,yes,12513.07,no
807,Male,42,5,0,2,yes,yes,74900.9,no
602,Male,38,2,71667.97,2,no,no,137111.89,no
727,Female,31,3,82729.47,2,yes,no,60212.51,no
678,Male,40,1,0,2,yes,yes,187343.4,no
730,Male,23,8,0,2,yes,no,183284.53,no
596,Female,30,1,0,2,yes,no,8125.39,no
686,Male,39,3,129626.19,2,yes,yes,103220.56,no
684,Female,26,2,114035.39,1,no,no,96885.19,no
797,Male,32,1,151922.94,1,yes,no,8877.06,no
658,Female,39,4,0,1,yes,yes,147530.06,no
653,Female,27,6,107751.68,2,yes,yes,33389.42,no
641,Male,37,6,0,2,yes,no,45309.24,no
656,Female,41,6,101179.23,2,yes,yes,35230.61,no
750,Female,36,6,0,2,yes,yes,59816.41,no
768,Female,40,8,0,2,no,yes,69080.46,no
568,Male,33,7,0,2,yes,no,143450.61,no
706,Male,36,9,58571.18,2,yes,no,40774.01,no
430,Female,38,8,153058.64,1,yes,no,99377.27,no
745,Male,35,4,98270.34,1,yes,no,133617.43,no
747,Male,43,1,130788.71,1,no,yes,101495,yes
657,Male,40,7,99165.84,1,no,yes,119333.95,yes
639,Female,42,4,0,2,no,no,167682.37,no
704,Male,44,3,0,2,no,yes,152884.85,no
651,Male,23,4,115636.05,2,yes,no,70400.86,no
706,Female,44,2,185932.18,2,yes,no,65413.41,no
632,Male,30,2,72549,2,no,yes,182728.8,no
751,Male,42,4,0,2,yes,yes,81442.6,no
767,Female,35,2,0,2,no,no,144251.38,no
